Chapter,Agency,Filed,Caption,AON,Type,id,country,data_source,doc_url
177,Oregon State Lottery,10/27/2017 11:20 AM,"Amends game matrix, revises odds of winning, ticket price, starting Jackpot; declines Jackpot only option",LOTT 6-2017,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6842634
340,Department of Environmental Quality,10/27/2017 11:24 AM,Minor Rule Correction OAR 340-048-0045(2),DEQ 9-2017,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6842635
340,Department of Environmental Quality,10/27/2017 11:29 AM,Minor Rule Correction OAR 340-090-0030,DEQ 10-2017,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6842636
259,Department of Public Safety Standards and Training,10/27/2017 12:13 PM,Joint filing for changes to instructor responsibilities and prohibited action of misrepresentation.,DPSST 19-2017,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6842603
259,Department of Public Safety Standards and Training,10/27/2017 12:14 PM,Amends rule language for clarity regarding original intent for accreditation of employer proprietary training programs.,DPSST 20-2017,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6842633
333,"Oregon Health Authority, Public Health Division",10/27/2017 2:27 PM,Medical marijuana records,PH 14-2017,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6842695
441,"Department of Consumer and Business Services, Finance and Securities Regulation",10/27/2017 2:33 PM,Establishes a debt buyer licensing and compliance program.,FSR 11-2017,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6842617
177,Oregon State Lottery,10/27/2017 3:40 PM,"Amends game matrix, revises odds of winning, ticket price, starting Jackpot; declines Jackpot only option",LOTT 7-2017,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6842699
340,Department of Environmental Quality,10/30/2017 8:47 AM,OAR 340-264-0120 Statutory Minor Correction,DEQ 11-2017,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6842701
340,Department of Environmental Quality,10/30/2017 8:59 AM,OAR 340--142-0080 Statutory Minor Correcction,DEQ 12-2017,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6842703
340,Department of Environmental Quality,10/30/2017 9:43 AM,"OAR 340-041-8033 Statutory Minor Correction, Table 30",DEQ 13-2017,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6842705
340,Department of Environmental Quality,10/30/2017 2:57 PM,Noise Control Regulations,DEQ 14-2017,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6842708
812,Construction Contractors Board,10/30/2017 3:50 PM,Amendment to rule regarding shared insurance policies.,CCB 3-2017,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6842715
407,Department of Human Services,10/30/2017 3:59 PM,Notice & Review of Substantiated Child Abuse Findings for Children in Care or DD Residential Services,DHSD 12-2017,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6842718
150,Department of Revenue,10/30/2017 5:01 PM,Criminal records checks and fitness determination rules for work with or for DOR.,REV 64-2017,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6842765
150,Department of Revenue,10/31/2017 9:06 AM,Criminal records checks and fitness determination rules for work with or for DOR.,REV 65-2017,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6842766
340,Department of Environmental Quality,10/31/2017 11:53 AM,Water Quality Permit and Onsite Fee Rules,DEQ 15-2017,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6842697
407,Department of Human Services,10/31/2017 2:07 PM,Notice & Review of Substantiated Abuse or Neglect in 24Hour Residential Care for Children w/DD,DHSD 13-2017,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6842771
150,Department of Revenue,10/31/2017 2:56 PM,Criminal records checks and fitness determination rules for work with or for DOR.,REV 66-2017,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6842772
945,"Department of Consumer and Business Services, Health Insurance Marketplace",10/31/2017 4:05 PM,Establishes Effective Date of COFA Membership Based on the Date of Application Receipt by DCBS,HMP 5-2017,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6842769
259,Department of Public Safety Standards and Training,05/01/2018 8:31 AM,Amends rule division for academy attendance; Includes standards of student conduct and addresses student dismissal.,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6848207
259,Department of Public Safety Standards and Training,05/01/2018 8:34 AM,Amendments clarifying existing eligibility requirements: definition of alternate coverage and scholarship award review process.,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6849121
259,Department of Public Safety Standards and Training,05/01/2018 8:35 AM,Adds transition date for a process change to Board review of supplemental discretionary benefit applications.,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6849309
259,Department of Public Safety Standards and Training,05/01/2018 8:37 AM,Repeals rule based on duplication of statutory language.,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6849284
875,Veterinary Medical Examining Board,05/01/2018 4:03 PM,Amends definition of 'herd or flock' animal; removes microchip implantation as surgery procedure.,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6849333
875,Veterinary Medical Examining Board,05/01/2018 4:24 PM,Allows supervision from separate location; notifications via email; multiple supervisors.,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6849334
875,Veterinary Medical Examining Board,05/01/2018 4:29 PM,"Clarifies CVT scope of work regarding dental extractions, rabies vaccine administration, microchips.",,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6849335
812,Construction Contractors Board,05/02/2018 10:21 AM,Pilot Pre-License Project,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6849336
875,Veterinary Medical Examining Board,05/02/2018 11:19 AM,Allows assistants to implant microchips under basic supervision.,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6849337
875,Veterinary Medical Examining Board,05/02/2018 1:04 PM,Amends definition of 'herd or flock' animal' and surgery procedure.,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6849339
410,"Oregon Health Authority, Health Systems Division: Medical Assistance Programs",05/02/2018 3:37 PM,Amending Prior Authorization Approval Criteria Guide,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6849342
820,Board of Examiners for Engineering and Land Surveying,05/03/2018 3:30 PM,"Hold a hearing for Board's 2017-2019 budget; limit of expenditures $3,230,000.",,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6849351
839,Bureau of Labor and Industries,05/07/2018 11:01 AM,Substitute teachers to receive rest and meal periods in same manner as regular teachers.,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6849354
333,"Oregon Health Authority, Public Health Division",05/07/2018 2:58 PM,Prescription Drug Monitoring Program Registration Requirement,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6849363
423,"Oregon Department of Education, Youth Development Division",05/08/2018 4:21 PM,"Rules outdated, repealed",,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6849371
410,"Oregon Health Authority, Health Systems Division: Medical Assistance Programs",05/10/2018 9:18 AM,Semi-Annual CCO Rule Updates,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6849376
410,"Oregon Health Authority, Health Systems Division: Medical Assistance Programs",05/10/2018 10:40 AM,"Clarify Policy Re: Medicare Crossover Billing, Provider Sanctions, Out-of-State Pharmacy Provider Services",,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6849379
860,Public Utility Commission,03/01/2018 5:16 PM,In the Matter of Rulemaking Regarding Service Disconnection Reports for Energy Utilities.,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6848669
581,Oregon Department of Education,03/02/2018 3:26 PM,Tribal attendance Project Rules,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6848695
259,Department of Public Safety Standards and Training,03/05/2018 4:12 PM,Amends agency rules for rulemaking; Repeals rules that duplicate statutory language without providing further interpretation.,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6848683
410,"Oregon Health Authority, Health Systems Division: Medical Assistance Programs",03/08/2018 9:37 AM,"Annual Updates; Relative Value Unit (RVU) Weight; Clinical Lab, ASC",,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6848709
410,"Oregon Health Authority, Health Systems Division: Medical Assistance Programs",03/08/2018 9:55 AM,Adopt Exception Criteria for Facial Gender Confirmation Surgery,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=5962631
309,"Oregon Health Authority, Health Systems Division: Behavioral Health Services",03/09/2018 12:01 PM,Clarify Procedural Detail and Process for Taking Action on a Behavioral Health Provider Certificate,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6848720
415,"Oregon Health Authority, Health Systems Division: Addiction Services",03/09/2018 1:13 PM,Clarify Procedural Detail and Process for Taking Action on a Behavioral Health Provider License,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6848721
410,"Oregon Health Authority, Health Systems Division: Medical Assistance Programs",03/09/2018 2:48 PM,"Amends Rules According to SB 233, the Affordable Care Act, and CMS Guidance",,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6848724
410,"Oregon Health Authority, Health Systems Division: Medical Assistance Programs",03/09/2018 3:00 PM,SB 558 2017 Implementation of Cover All Kids Benefit Level,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6848725
414,"Oregon Department of Education, Early Learning Division",03/09/2018 4:16 PM,Repeals OAR Chapter 414 Division 150 and Chapter 414 Division 400.,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6848726
945,"Department of Consumer and Business Services, Health Insurance Marketplace",03/09/2018 4:35 PM,Payment of COFA Premium Assistance Program Claims and Establishing Effective Date of COFA Program Membership,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6848723
340,Department of Environmental Quality,03/12/2018 10:09 AM,Increase Title V Permit Fees by the Consumer Price Index 2018,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6848728
177,Oregon State Lottery,03/13/2018 12:38 PM,Establishes definitions to allow new gaming technology and Lottery game variations; makes clerical corrections,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6848737
137,Department of Justice,03/15/2018 2:22 PM,"Implementing Program policies for the first phase of Origin, the child support automated system",,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6848746
647,"Department of Agriculture, Oregon Processed Vegetable Commission",03/16/2018 6:45 PM,Amendments related to assessment rates and commissioner term limits.,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6848756
125,Department of Administrative Services,05/10/2018 4:04 PM,Amends rules governing agency-provided housing and management of the Capitol Mall housing units.,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6849378
410,"Oregon Health Authority, Health Systems Division: Medical Assistance Programs",05/11/2018 5:12 PM,Updates the Covered and Non-Covered Services According to the Prioritized List,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6849388
291,Department of Corrections,05/14/2018 9:25 AM,Community Corrections Offender Grievance Review System,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6849372
291,Department of Corrections,05/14/2018 9:28 AM,Reimbursements to Counties,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6849358
291,Department of Corrections,05/14/2018 9:35 AM,Earned Discharge,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6849350
291,Department of Corrections,05/14/2018 9:37 AM,Death Row Housing,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6849148
291,Department of Corrections,05/14/2018 9:43 AM,"Assessment, Assignment, and Supervision of Inmates for Work Assignments and Unfenced Minimum Housing.",,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6849150
340,Department of Environmental Quality,05/15/2018 9:02 AM,Asbestos 2018,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6849370
340,Department of Environmental Quality,05/15/2018 9:05 AM,Title V CPI 2018,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6849383
