DEPARTMENT OF THE INTERIOR,USA,Federal Register,fdd144ed367d50f2ce133e778ffa128e8e201270.txt,https://api.govinfo.gov/packages/FR-2019-05-01/granules/2019-08869/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-01,2019-08869,Federal,"In accordance with the National Environmental Policy Act (NEPA) of 1969, as amended, the Office of Surface Mining Reclamation and Enforcement (OSMRE) has prepared a Record of Decision (ROD) for the Westmoreland San Juan Mining, LLC (SJCC) proposed Deep Lease Extension (DLE) at the existing San Juan Mine (Project) in San Juan County, New Mexico. This Notice of Availability (NOA) serves to notify the public that the ROD has been prepared and is available for review. In developing the ROD, the OSMRE considered the public comments received on the Final EIS.",Notice of Record of Decision for the San Juan Mine Deep Lease Extension Mining Plan Modification,https://api.govinfo.gov/packages/FR-2019-05-01/granules/2019-08869/summary?api_key=
DEPARTMENT OF HOMELAND SECURITY,USA,Federal Register,10445c897d544c26ef5ab47b37bd1bd97668328b.txt,https://api.govinfo.gov/packages/FR-2019-05-01/granules/2019-08813/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-01,2019-08813,Federal,"Flood hazard determinations, which may include additions or modifications of Base Flood Elevations (BFEs), base flood depths, Special Flood Hazard Area (SFHA) boundaries or zone designations, or regulatory floodways on the Flood Insurance Rate Maps (FIRMs) and where applicable, in the supporting Flood Insurance Study (FIS) reports have been made final for the communities listed in the table below. The FIRM and FIS report are the basis of the floodplain management measures that a community is required either to adopt or to show evidence of having in effect in order to qualify or remain qualified for participation in the Federal Emergency Management Agency's (FEMA's) National Flood Insurance Program (NFIP). In addition, the FIRM and FIS report are used by insurance agents and others to calculate appropriate flood insurance premium rates for buildings and the contents of those buildings.",Final Flood Hazard Determinations,https://api.govinfo.gov/packages/FR-2019-05-01/granules/2019-08813/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,197d925c04cbe03c26965e7004a80323d43017c9.txt,https://api.govinfo.gov/packages/FR-2019-05-01/granules/2019-08848/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-01,2019-08848,Federal,"NMFS has received a request Duck Point Development II, LLC. (DPD) for authorization to take marine mammals incidental pile driving and removal activities during construction of a second cruise ship berth and new lightering float at Cannery Point (Icy Strait) on Chichagof Island near Hoonah, Alaska. Pursuant to the Marine Mammal Protection Act (MMPA), NMFS is requesting comments on its proposal to issue an incidental harassment authorization (IHA) to incidentally take marine mammals during the specified activities. NMFS is also requesting comments on a possible one-year renewal that could be issued under certain circumstances and if all requirements are met, as described in Request for Public Comments at the end of this notice. NMFS will consider public comments prior to making any final decision on the issuance of the requested MMPA authorizations and agency responses will be summarized in the final notice of our decision.","Taking of Marine Mammals Incidental to Specific Activities; Taking of Marine Mammals Incidental to Pile Driving and Removal Activities During Construction of a Cruise Ship Berth, Hoonah, Alaska",https://api.govinfo.gov/packages/FR-2019-05-01/granules/2019-08848/summary?api_key=
DEPARTMENT OF AGRICULTURE,USA,Federal Register,8da00af2a1f6bf809d2b6a6e2b34555f7fe83217.txt,https://api.govinfo.gov/packages/FR-2019-05-01/granules/2019-08796/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-01,2019-08796,Federal,"The Rural Utilities Service (RUS), a Rural Development agency of the United States Department of Agriculture, published a Notice of Funding Availability (NOFA) in the Federal Register on Monday, August 6, 2018 (83 FR 38273) announcing funding availability, soliciting letters of intent for loan applications, outlining the application process for those loans, and setting forth deadlines for applications from eligible entities under the Rural Energy Savings Program (RESP). Since the publication of the NOFA, the Agriculture Improvement Act of 2018 (2018 Farm Bill) became law on December 20, 2018, and included statutory changes affecting RESP. The purpose of this notice is to inform the public of changes made to RESP pursuant to section 6303 of the Farm Bill.",Announcement of Loan Applications Procedures and Deadlines for the Rural Energy Savings Program (RESP); Update,https://api.govinfo.gov/packages/FR-2019-05-01/granules/2019-08796/summary?api_key=
DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,USA,Federal Register,92465b94774c11beee1f4cfb79a21a8866a53996.txt,https://api.govinfo.gov/packages/FR-2019-04-30/granules/2019-08747/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-04-30,2019-08747,Federal,"In accordance with Section 102(a)(4)(C) of the Department of Housing and Urban Development Reform Act of 1989, this document notifies the public of Tenant Protection Voucher (TPV) funding awards for Fiscal Year (FY) 2018 to public housing agencies (PHAs) under the Section 8 Housing Choice Voucher Program (HCVP). The purpose of this notice is to publish the names and addresses of awardees, and the amount of their non-competitive funding awards for assisting households affected by housing conversion actions, public housing relocations and replacements, moderate rehabilitation replacements, and HOPE VI demolitions.",Announcement of Tenant Protection Voucher Funding Awards for Fiscal Year 2018 for the Housing Choice Voucher Program,https://api.govinfo.gov/packages/FR-2019-04-30/granules/2019-08747/summary?api_key=
DEPARTMENT OF HOMELAND SECURITY,USA,Federal Register,a863c535b72189de45f0edc37d3fe6f48f2922b9.txt,https://api.govinfo.gov/packages/FR-2019-04-30/granules/2019-08731/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-04-30,2019-08731,Federal,"Comments are requested on proposed flood hazard determinations, which may include additions or modifications of any Base Flood Elevation (BFE), base flood depth, Special Flood Hazard Area (SFHA) boundary or zone designation, or regulatory floodway on the Flood Insurance Rate Maps (FIRMs), and where applicable, in the supporting Flood Insurance Study (FIS) reports for the communities listed in the table below. The purpose of this notice is to seek general information and comment regarding the preliminary FIRM, and where applicable, the FIS report that the Federal Emergency Management Agency (FEMA) has provided to the affected communities. The FIRM and FIS report are the basis of the floodplain management measures that the community is required either to adopt or to show evidence of having in effect in order to qualify or remain qualified for participation in the National Flood Insurance Program (NFIP). In addition, the FIRM and FIS report, once effective, will be used by insurance agents and others to calculate appropriate flood insurance premium rates for new buildings and the contents of those buildings.",Proposed Flood Hazard Determinations,https://api.govinfo.gov/packages/FR-2019-04-30/granules/2019-08731/summary?api_key=
DEPARTMENT OF HOMELAND SECURITY,USA,Federal Register,7c58163210d318a0275d3cc282bcf41ac021582a.txt,https://api.govinfo.gov/packages/FR-2019-04-30/granules/2019-08698/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-04-30,2019-08698,Federal,"Comments are requested on proposed flood hazard determinations, which may include additions or modifications of any Base Flood Elevation (BFE), base flood depth, Special Flood Hazard Area (SFHA) boundary or zone designation, or regulatory floodway on the Flood Insurance Rate Maps (FIRMs), and where applicable, in the supporting Flood Insurance Study (FIS) reports for the communities listed in the table below. The purpose of this notice is to seek general information and comment regarding the preliminary FIRM, and where applicable, the FIS report that the Federal Emergency Management Agency (FEMA) has provided to the affected communities. The FIRM and FIS report are the basis of the floodplain management measures that the community is required either to adopt or to show evidence of having in effect in order to qualify or remain qualified for participation in the National Flood Insurance Program (NFIP). In addition, the FIRM and FIS report, once effective, will be used by insurance agents and others to calculate appropriate flood insurance premium rates for new buildings and the contents of those buildings.",Proposed Flood Hazard Determinations,https://api.govinfo.gov/packages/FR-2019-04-30/granules/2019-08698/summary?api_key=
DEPARTMENT OF HOMELAND SECURITY,USA,Federal Register,4dc8608aa2295aab3c6d4680a6acd576f5652892.txt,https://api.govinfo.gov/packages/FR-2019-04-30/granules/2019-08730/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-04-30,2019-08730,Federal,"Comments are requested on proposed flood hazard determinations, which may include additions or modifications of any Base Flood Elevation (BFE), base flood depth, Special Flood Hazard Area (SFHA) boundary or zone designation, or regulatory floodway on the Flood Insurance Rate Maps (FIRMs), and where applicable, in the supporting Flood Insurance Study (FIS) reports for the communities listed in the table below. The purpose of this notice is to seek general information and comment regarding the preliminary FIRM, and where applicable, the FIS report that the Federal Emergency Management Agency (FEMA) has provided to the affected communities. The FIRM and FIS report are the basis of the floodplain management measures that the community is required either to adopt or to show evidence of having in effect in order to qualify or remain qualified for participation in the National Flood Insurance Program (NFIP). In addition, the FIRM and FIS report, once effective, will be used by insurance agents and others to calculate appropriate flood insurance premium rates for new buildings and the contents of those buildings.",Proposed Flood Hazard Determinations,https://api.govinfo.gov/packages/FR-2019-04-30/granules/2019-08730/summary?api_key=
ENVIRONMENTAL PROTECTION AGENCY,USA,Federal Register,d9207aacc4ab1ef6116e92712a9d7eb8b3ebf814.txt,https://api.govinfo.gov/packages/FR-2019-04-30/granules/2019-08732/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-04-30,2019-08732,Federal,The Environmental Protection Agency (EPA) is hereby giving notice that the state of Iowa is revising its approved Public Water System Supervision Program delegated to the Iowa Department of Natural Resources (IDNR). EPA has reviewed the application and intends to approve these program revisions.,Notice of Approval of the Primacy Revision Application for the Public Water System Supervision Program From the State of Iowa,https://api.govinfo.gov/packages/FR-2019-04-30/granules/2019-08732/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,079137e23c7110ba2a62588b8e53bfac927d660c.txt,https://api.govinfo.gov/packages/FR-2019-04-30/granules/2019-08744/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-04-30,2019-08744,Federal,"NMFS has received a request from the Eastern Massachusetts (MA) National Wildlife Refuge (NWR) Complex, U.S. Fish and Wildlife Service (USFWS), for authorization to take marine mammals incidental to conducting biological research, monitoring, and maintenance at the Eastern MA NWR Complex (Complex). The USFWS's activities are similar to activities previously analyzed and for which take was authorized by NMFS. Pursuant to the Marine Mammal Protection Act (MMPA), NMFS is requesting comments on its proposal to issue an incidental harassment authorization (IHA) to incidentally take marine mammals during the specified activities. NMFS is also requesting comments on a possible one-year renewal that could be issued under certain circumstances and if all requirements are met, as described in Request for Public Comments at the end of this notice. NMFS will consider public comments prior to making any final decision on the issuance of the requested MMPA authorizations and agency responses will be summarized in the final notice of our decision.","Takes of Marine Mammals Incidental to Specified Activities; Taking Marine Mammals Incidental to National Wildlife Refuge Complex Research, Monitoring, and Maintenance Activities in Massachusetts",https://api.govinfo.gov/packages/FR-2019-04-30/granules/2019-08744/summary?api_key=
