Issuing body	Published	File url	Ref	Summary	Title	file name 
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	29/09/2015	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2015/09/B2D6D.PDF	Decreto Municipal-Rosario de Mora	La presente Ordenanza tiene por objeto, promover el desarrollo sostenible del Municipio de Rosario de Mora, del departamento de San Salvador, y de la microrregión conformada por la Asociación de Municipios del Sur de La Libertad, de la cual forma parte, por medio de la regulación en su ámbito geográfico y competencial de los usos del territorio y el control de las actuaciones urbanísticas, en la construcción del desarrollo integral y sostenible que ubique como centro de las actuaciones de la administración municipal, al ser humano y su bienestar social, económico y ambiental, velando por la preservación para las nuevas generaciones de un medio ambiente sano, que priorice la protección y el aprovechamiento efectivo de los recursos hídricos, la gestión de desarrollo local con enfoque de prevención y la mitigación de vulnerabilidades físicas, materiales y ambientales de la localidad.	ORDENANZA REGULADORA DE USOS DE SUELO Y ACTUACIONES URBANISTICAS DEL MUNICIPIO DE ROSARIO DE MORA, DEPARTAMENTO DE SAN SALVADOR	2ce32ee17d90ff6231fcb9b3f19b379b953fd478
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	07/12/2015	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2015/12/B45CB.PDF	Decreto Municipal-Tecoluca	La presente Ordenanza tiene por objeto ordenar y regular la siembra, riego, quemas, aplicación de madurantes e insumos agrícolas en cañales ubicados dentro del municipio de Tecoluca, Departamento de San Vicente, que puedan generar situaciones adversas en la salud de los habitantes y pérdidas en cosechas de frutas, hortalizas y legumbres, fauna silvestre y animales domésticos, fuentes de agua, así como recursos naturales ubicados en el municipio.	ORDENANZA MUNICIPAL PARA PROTECCION Y CONSERVACION DE LOS RECURSOS NATURALES EN EL MUNICIPIO DE TECOLUCA, DEPARTAMENTO DE SAN VICENTE	4245aca680577ee1d3d09b17c48123369d00d5cc
ORGANO EJECUTIVO (Ministerio de Medio Ambiente y Recursos Naturales)	21/01/2016	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2016/01/B5E58.PDF	Decreto Ejecutivo	El presente Decreto tiene por objeto prohibir la quema de residuos y cultivos agrícolas de cualquier naturaleza, desarrollada a efecto de eliminar los restos de cosechas anteriores, limpiar y despejar la zona de cultivo y como práctica previa a la cosecha, en aquellos períodos de la estación seca en que se verifique la presencia de vientos fuertes.	DECRETO POR MEDIO DEL CUAL SE DECLARA LA PROHIBICION DE QUEMA AGRICOLA EN PRESENCIA DE VIENTOS FUERTES	7ec223d47c1b243e854e0298a9756a89e0cb0f40
ORGANO EJECUTIVO (Ministerio de Medio Ambiente y Recursos Naturales)	26/02/2016	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2016/02/B6B8B.PDF	Decreto Ejecutivo	"El presente Decreto tiene como objetivos conservar los ecosistemas naturales del Área Natural Protegida Autónoma ""Las Mercedes"", situado en el lugar llamado ""Las Mercedes"" en la actualidad, antes El Naranjo, en jurisdicción del municipio de San Francisco Menéndez, del departamento de Ahuachapán, asegurando el mantenimiento de las especies silvestres nativas, especialmente aquellas consideradas como endémicas o amenazadas, junto con los procesos ecológicos y evolutivos que tienen lugar en estos ecosistemas; así como también asegurar el flujo constante para éstas y las siguientes generaciones, de los servicios ambientales suministrados por los ecosistemas naturales del Área Natural Protegida, entre otros."	DECRETO POR MEDIO DEL CUAL SE ESTABLECE COMO AREA NATURAL PROTEGIDA AUTONOMA LAS MERCEDES, JURISDICCION DEL MUNICIPIO DE SAN FRANCISCO MENENDEZ, DEPARTAMENTO DE AHUACHAPAN	f054d1731e7ec9f8d59cff492e94d6510efa6383
ORGANO EJECUTIVO (Ministerio de Medio Ambiente y Recursos Naturales)	26/02/2016	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2016/02/B6B77.PDF	Decreto Ejecutivo	"El presente Decreto tiene como objetivos conservar los ecosistemas naturales del Área Natural Protegida Autónoma ""El Escondido"", una porción de terreno rústico, desmembrado de otra mayor, denominada esta porción ""Finca El Escondido"", situada en el Cantón Los Encuentros, jurisdicción del Municipio de San Francisco Menéndez, Departamento de Ahuachapán, asegurando el mantenimiento de las especies silvestres nativas, especialmente aquellas consideradas como endémicas o amenazadas, junto con los procesos ecológicos y evolutivos que tienen lugar en estos ecosistemas; así como también asegurar el flujo constante para éstas y las siguientes generaciones, de los servicios ambientales suministrados por los ecosistemas naturales del Área Natural Protegida, entre otros."	DECRETO POR MEDIO DEL CUAL SE ESTABLECE COMO AREA NATURAL PROTEGIDA AUTONOMA EL ESCONDIDO, JURISDICCION DEL MUNICIPIO DE SAN FRANCISCO MENENDEZ, DEPARTAMENTO DE AHUACHAPAN	9410dd5b95e19c23fdf850994d214f8a8982d5a2
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	13/04/2016	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2016/04/B7D14.PDF	Decreto Municipal-Pasaquina	La presente Ordenanza tiene por objeto en el corto, mediano y largo plazo, la pronta implementación de medidas integrales para la mitigación y resiliencia socio ambiental y productivas, que permita la adaptabilidad a los impactos del fenómeno cambio climático, garantizando la protección y recuperación sustentable de los recursos naturales, con el propósito de preservarlos, incluyendo la fauna y bosque costero marino de este Municipio de Pasaquina, Departamento de La Unión, a fin de que los habitantes se beneficien de mejor manera, satisfaciendo sus necesidades entre ellas, las productivas y económicas, con el compromiso de generar un ambiente agroecológico saludable y propicio para el desarrollo y garantía de la vida de las presentes y futuras generaciones.	ORDENANZA MUNICIPAL DE APLICACION DE MEDIDAS INTEGRALES, QUE GARANTICEN, LA PROTECCION DEL MEDIO AMBIENTE Y LA RESILIENCIA SOCIAL, PARA LA ADAPTACION AL CAMBIO CLIMATICO EN EL MUNICIPIO DE PASAQUINA, DEPARTAMENTO DE LA UNION	f5d3dd3932cbf9795b3d5f648c80b5b3fee28e36
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	07/06/2016	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2016/06/B95F9.PDF	Decreto Municipal-Teotepeque	La presente Ordenanza tiene por objeto, promover el desarrollo sostenible del Municipio de Teotepeque del departamento de La Libertad, y de la microrregión conformada por la Asociación de Municipios del Sur de La Libertad, de la cual forma parte, por medio de la regulación en su ámbito geográfico y competencial de los usos del territorio y el control de las actuaciones urbanísticas, en la construcción del desarrollo integral y sostenible que ubique como centro de las actuaciones de la administración municipal, al ser humano y su bienestar social, económico y ambiental, velando por la preservación para las nuevas generaciones de un medio ambiente sano, que priorice la protección y el aprovechamiento efectivo delos recursos hídricos, la gestión de desarrollo local con enfoque de prevención y la mitigación de vulnerabilidades físicas, materiales y ambientales de la localidad.	ORDENANZA REGULADORA DE USOS DE SUELO Y ACTUACIONES URBANISTICAS DEL MUNICIPIO DE TEOTEPEQUE, DEPARTAMENTO DE LA LIBERTAD	b8bb2bb957ad5f7046d1dbeaa490b61659822be3
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	07/06/2016	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2016/06/B957A.PDF	Decreto Municipal-Jicalapa	La presente Ordenanza tiene por objeto, promover el desarrollo sostenible del Municipio de Jicalapa del departamento de La Libertad, y de la microrregión conformada por la Asociación de Municipios del Sur de La Libertad, de la cual forma parte, por medio de la regulación en su ámbito geográfico y competencial de los usos del territorio y el control de las actuaciones urbanísticas, en la construcción del desarrollo integral y sostenible que ubique como centro de las actuaciones de la administración municipal, al ser humano y su bienestar social, económico y ambiental, velando por la preservación para las nuevas generaciones de un medio ambiente sano, que priorice la protección y el aprovechamiento efectivo de los recursos hídricos, la gestión de desarrollo local con enfoque de prevención y la mitigación de vulnerabilidades físicas, materiales y ambientales de la localidad.	ORDENANZA REGULADORA DE USOS DE SUELO Y ACTUACIONES URBANISTICAS DEL MUNICIPIO DE JICALAPA, DEPARTAMENTO DE LA LIBERTAD	838e245210befd1b46f50927fbbd71ed8ebc762f
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	15/06/2016	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2016/06/B9DC2.PDF	Decreto Municipal-Agua Caliente	El objeto de la presente Ordenanza es regular el uso del suelo y las actuaciones urbanísticas, estableciendo los requerimientos que deberán cumplir todos los Proyectos a desarrollarse en el Municipio de Agua Caliente, Departamento de Chalatenango para obtener como resultado un desarrollo integral y sostenible, que tenga como centro el ser humano y su bienestar social, económico y ambiental, sin olvidar a las futuras generaciones, en coherencia a los principios de preservación y mejoramiento del paisaje, el clima, los recursos naturales, protección de los recursos hídricos y gestión preventiva de riesgos en beneficio a su población.	ORDENANZA REGULADORA DEL USO DEL SUELO Y ORDENAMIENTO TERRITORIAL DEL MUNICIPIO DE AGUA CALIENTE, DEPARTAMENTO DE CHALATENANGO	af826081e0da1049d4ea51ec4d8276ae9eeb958b
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	01/07/2016	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2016/07/BA5D1.PDF	Decreto Municipal-Tejutla	La presente Ordenanza tiene por objeto el promover el desarrollo integral del Municipio de Tejutla, Departamento de Chalatenango, para lo cual tomará como instrumento el Plan de Desarrollo Local de la municipalidad, además regular el uso del suelo y las actuaciones urbanísticas, estableciendo los requerimientos que deberán cumplir todos los Proyectos a desarrollarse para obtener como resultado un desarrollo integral y sostenible, que tenga como centro el ser humano y su bienestar social, económico y ambiental, sin olvidar a las futuras generaciones, en coherencia a los principios de preservación y mejoramiento del paisaje, el clima, los recursos naturales, protección de los recursos hídricos y gestión preventiva de riesgos en beneficio a su población.	ORDENANZA REGULADORA DEL USO DEL SUELO Y ORDENAMIENTO TERRITORIAL DEL MUNICIPIO DE TEJUTLA, DEPARTAMENTO DE CHALATENANGO	e2a31980315c88730ab3e5561905dd3ba4d8fc87
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	01/07/2016	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2016/07/BA801.PDF	Decreto Municipal-Nueva Concepción	La presente Ordenanza tiene por objeto promover el desarrollo integral del Municipio de Nueva Concepción, Departamento de Chalatenango, para lo cual tomará como instrumento el Plan de Desarrollo Local de la municipalidad, así como regular el uso del suelo y las actuaciones urbanísticas, estableciendo los requerimientos que deberán cumplir todos los Proyectos a desarrollarse en el Municipio para obtener como resultado un desarrollo integral y sostenible, que tenga como centro el ser humano y su bienestar social, económico y ambiental, sin olvidar a las futuras generaciones, en coherencia a los principios de preservación y mejoramiento del paisaje, el clima, los recursos naturales, protección de los recursos hídricos y gestión preventiva de riesgos en beneficio a su población.	ORDENANZA REGULADORA DEL USO DEL SUELO Y ORDENAMIENTO TERRITORIAL DEL MUNICIPIO DE NUEVA CONCEPCION, DEPARTAMENTO DE CHALATENANGO	c06de9d12e2036352cae7577f5ec4029ba2c8ab5
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	01/07/2016	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2016/07/BA558.PDF	Decreto Municipal-El Congo	La presente Ordenanza tiene por objeto promover el desarrollo integral del Municipio de El Congo, Departamento de Santa Ana, para lo cual tomará como instrumento, el Plan de Desarrollo Local del Municipio o el Plan de Desarrollo Territorial, así como regular el uso del suelo y las actuaciones urbanísticas, estableciendo los requerimientos que deberán cumplir todos los Proyectos a desarrollarse en el Municipio para obtener como resultado un desarrollo integral y sostenible; que tenga como origen y fin al ser humano, proveyéndolo de bienestar social, económico y ambiental, sin olvidar a las futuras generaciones, en coherencia con los principios de preservación y mejoramiento del paisaje, clima, recursos naturales, protección de recursos hídricos y gestión preventiva de riesgos en beneficio de esta población.	ORDENANZA REGULADORA DEL USO DEL SUELO Y ORDENAMIENTO TERRITORIAL DEL MUNICIPIO DE EL CONGO, DEPARTAMENTO DE SANTA ANA	2ab0f3ccb20b663dfbabb4e48baac7cf286072dd
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	17/01/2017	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2017/01/BE9DE.PDF	Decreto Municipal-Masahuat	La presente Ordenanza tiene por objeto, establecer las normas orientadas a la Protección de los recursos naturales, en lo relativo a la tala de árboles y quemas en general y a la protección de ríos y sus cuencas hidrográficas; propiciando un uso razonable de los recursos naturales, evitar la destrucción de los mismos y procurar a los habitantes del Municipio de Masahuat, Departamento de Santa Ana un desarrollo sostenible, es decir sin menoscabo de la calidad de vida de las generaciones presentes y futuras.	ORDENANZA REGULADORA Y PROTECTORA DE LOS RECURSOS NATURALES Y DEL MEDIO AMBIENTE DEL MUNICIPIO DE MASAHUAT, DEPARTAMENTO DE SANTA ANA	50f28b4976309412f0c86125a2c2832177a72eb2
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	05/05/2017	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2017/05/C1DFE.PDF	Decreto Municipal-Antiguo Cuscatlán	La presente Ordenanza, tiene por objeto establecer y actualizar en el Municipio de Antiguo Cuscatlán, Departamento de La Libertad, las Zonas de Protección y Conservación de los Recursos Naturales, sobre la base de los análisis técnicos correspondientes, así como también determinar los tipos de actuación urbanística de tipo sostenible, la valoración del suelo y su correspondiente uso, y los requisitos y procedimientos que se deberán cumplir para evaluación y aprobación de Procesos Constructivos sostenibles a través de Planes Especiales.	ORDENANZA DE ZONAS DE PROTECCION Y CONSERVACION DE LOS RECURSOS NATURALES DE ANTIGUO CUSCATLAN, DEPARTAMENTO DE LA LIBERTAD	bb579f7b2355ef2d3b7f358165d0f5a8c554242d
ORGANO EJECUTIVO (Ministerio de Economía)	02/06/2017	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2017/06/C281A.PDF	Decreto Ejecutivo	Las disposiciones comprendidas en el presente Reglamento tienen por objeto, desarrollar y asegurar la aplicación de las normas establecidas en la Ley de Prohibición de la Minería Metálica, a efecto que se cumpla con su objetivo.	REGLAMENTO PARA LA APLICACION DE LA LEY DE PROHIBICION DE LA MINERIA METALICA	03030d8c8a358983da0caa6451ac3509b2097032
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	15/06/2017	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2017/06/C3022.PDF	Decreto Municipal-Cinquera	La presente Ordenanza tiene por objeto emitir las regulaciones tendientes a incrementar y proteger los recursos naturales especialmente los forestales e hídricos para que contribuyan y proporcionen a los habitantes del municipio de Cinquera, Departamento de Cabañas considerables aportes de índole social, cultural, económico y ambiental.	ORDENANZA MUNICIPAL PARA LA PROTECCION DEL MEDIO AMBIENTE DEL MUNICIPIO DE CINQUERA, DEPARTAMENTO DE CABAÑAS	901a837d686f7fcf990f21832dd7e53c8d482e8c
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	25/07/2017	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2017/07/C3DD9.PDF	Decreto Municipal-San Pedro Puxtla	La presente ordenanza tiene por objeto regular las competencias municipales en materia de protección, conservación y reparación ambiental, además de desarrollar el interés social, la participación y organización comunitaria en dicha materia, con el fin de evitar al máximo los posibles y previsibles impactos negativos al medio ambiente y los riesgos ambientales o de contaminación en los ecosistemas, espacios públicos y privados de interés colectivo en el Municipio de San Pedro Puxtla, Departamento de Ahuachapán.	ORDENANZA GENERAL PARA LA GESTION PARTICIPATIVA Y SUSTENTABLE DEL MEDIO AMBIENTE EN EL MUNICIPIO DE SAN PEDRO PUXTLA, DEPARTAMENTO DE AHUACHAPAN	48bdadfab5087b1e45662feecf1d86e7458ddc59
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	21/08/2017	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2017/08/C49B6.PDF	Decreto Municipal-Jocoro	La presente ordenanza tiene por objeto emitir las regulaciones tendientes a proteger, conservar y recuperar el medio ambiente y los recursos naturales renovables y no renovables del Municipio de Jocoro, Departamento de Morazán, de modo que contribuyan y proporcionen a sus habitantes de innumerables aportes de índole socio-económico, ecológica y ambiental.	ORDENANZA MUNICIPAL PARA LA PROTECCION, CONSERVACION Y RECUPERACION DEL MEDIO AMBIENTE DEL MUNICIPIO DE JOCORO, DEPARTAMENTO DE MORAZAN	728929101dca4d074f42f14822693dea5eb8e91e
